年次,都道府県名,region,田_本地_ha,田_けい畔_ha,畑_本地_ha,畑_けい畔_ha
2000,京都府,Kyoto,24900,1910,6980,109
2001,京都府,Kyoto,24800,1900,6980,109
2002,京都府,Kyoto,24800,1900,6960,108
2003,京都府,Kyoto,24700,1890,6930,108
2004,京都府,Kyoto,24500,1880,6910,108
2005,京都府,Kyoto,24100,1880,6890,106
2006,京都府,Kyoto,23800,1850,6920,106
2007,京都府,Kyoto,23700,1840,6870,105
2008,京都府,Kyoto,23600,1830,6850,105
2009,京都府,Kyoto,23400,1820,6840,106
2010,京都府,Kyoto,23300,1800,6840,105
2011,京都府,Kyoto,23200,1800,6830,105
2012,京都府,Kyoto,23100,1790,6820,104
2013,京都府,Kyoto,22900,1770,6730,103
2014,京都府,Kyoto,22700,1760,6680,103
2015,京都府,Kyoto,22500,1740,6660,103
2016,京都府,Kyoto,22300,1730,6640,103
2017,京都府,Kyoto,22100,1720,6610,102
2018,京都府,Kyoto,21900,1700,6590,102
2019,京都府,Kyoto,21600,1670,6570,102
2020,京都府,Kyoto,21500,1670,6540,101
2021,京都府,Kyoto,21400,1660,6520,101
2022,京都府,Kyoto,21300,1660,6460,100
1965,熊本県,Kumamoto,76500,7080,65700,7320
1966,熊本県,Kumamoto,76800,7140,65700,7300
1967,熊本県,Kumamoto,77800,7200,64600,7170
1968,熊本県,Kumamoto,79600,7470,62600,6850
1969,熊本県,Kumamoto,80300,7480,61400,6590
1970,熊本県,Kumamoto,81200,7590,60500,6470
1971,熊本県,Kumamoto,80800,7480,60100,6470
1972,熊本県,Kumamoto,79800,7390,60200,6470
1973,熊本県,Kumamoto,79600,7380,59200,6360
1974,熊本県,Kumamoto,79300,7350,58500,6280
1975,熊本県,Kumamoto,79200,7340,57900,6220
1976,熊本県,Kumamoto,79200,7420,57100,6130
1977,熊本県,Kumamoto,79100,7440,56600,6130
1978,熊本県,Kumamoto,79000,7440,56700,6140
1979,熊本県,Kumamoto,78800,7420,57000,6170
1980,熊本県,Kumamoto,78700,7420,57200,6150
1981,熊本県,Kumamoto,78500,7400,57400,6100
1982,熊本県,Kumamoto,78100,7370,57400,6080
1983,熊本県,Kumamoto,77800,7350,57200,6050
1984,熊本県,Kumamoto,77500,7320,57100,6010
1985,熊本県,Kumamoto,77000,7250,56400,5920
1986,熊本県,Kumamoto,76600,6960,56400,5910
1987,熊本県,Kumamoto,76200,6820,56400,5910
1988,熊本県,Kumamoto,75600,6750,56100,5840
1989,熊本県,Kumamoto,75200,6680,54700,5620
1990,熊本県,Kumamoto,74400,6600,54000,5500
1991,熊本県,Kumamoto,74000,6530,53400,5410
1992,熊本県,Kumamoto,73200,6470,52600,5320
1993,熊本県,Kumamoto,72600,6410,51900,5240
1994,熊本県,Kumamoto,72000,6370,51200,5150
1995,熊本県,Kumamoto,71600,6330,50400,5060
1996,熊本県,Kumamoto,71100,5990,49600,4970
1997,熊本県,Kumamoto,70600,5620,49000,4890
1998,熊本県,Kumamoto,70200,5260,48200,4800
1999,熊本県,Kumamoto,69900,4900,47400,4710
2000,熊本県,Kumamoto,69500,4550,46700,4630
2001,熊本県,Kumamoto,69100,4530,45700,4490
2002,熊本県,Kumamoto,68700,4510,45200,4420
2003,熊本県,Kumamoto,68300,4480,44700,4330
2004,熊本県,Kumamoto,68100,4470,44300,4270
2005,熊本県,Kumamoto,67900,4460,43900,4240
2006,熊本県,Kumamoto,67600,4440,43600,4190
2007,熊本県,Kumamoto,67400,4430,43100,4140
2008,熊本県,Kumamoto,67100,4400,42800,4110
2009,熊本県,Kumamoto,66800,4390,42500,4090
2010,熊本県,Kumamoto,66700,4380,42200,4060
2011,熊本県,Kumamoto,66600,4370,42000,4030
2012,熊本県,Kumamoto,66000,4330,41700,3990
2013,熊本県,Kumamoto,66100,4340,41400,3950
2014,熊本県,Kumamoto,66000,4330,40800,3890
2015,熊本県,Kumamoto,65700,4310,40300,3820
2016,熊本県,Kumamoto,63500,4210,40400,3780
2017,熊本県,Kumamoto,64300,4290,39600,3630
2018,熊本県,Kumamoto,64300,4310,39400,3550
2019,熊本県,Kumamoto,63900,4290,39000,3510
2020,熊本県,Kumamoto,62900,4220,38500,3460
2021,熊本県,Kumamoto,62000,4160,38000,3410
2022,熊本県,Kumamoto,60800,4080,37600,3390
1965,高知県,Kochi,35900,2020,17500,1440
1966,高知県,Kochi,35600,2000,17300,1420
1967,高知県,Kochi,35100,1970,16500,1360
1968,高知県,Kochi,34600,1950,15500,1270
1969,高知県,Kochi,34300,1920,15000,1240
1970,高知県,Kochi,33600,1890,14100,1160
1971,高知県,Kochi,32500,1830,13500,1110
1972,高知県,Kochi,31600,1790,13300,1100
1973,高知県,Kochi,30900,1760,13300,1100
1974,高知県,Kochi,30400,1730,13200,1090
1975,高知県,Kochi,29400,1680,13000,1070
1976,高知県,Kochi,28900,1650,12700,1050
1977,高知県,Kochi,28800,1650,12200,999
1978,高知県,Kochi,28700,1630,11800,966
1979,高知県,Kochi,28300,1610,11500,944
1980,高知県,Kochi,28000,1590,11200,918
1981,高知県,Kochi,27600,1570,10900,898
1982,高知県,Kochi,27300,1540,10700,883
1983,高知県,Kochi,27000,1520,10500,862
1984,高知県,Kochi,26900,1500,10400,850
1985,高知県,Kochi,26800,1470,10200,822
1986,高知県,Kochi,26700,1450,10100,805
1987,高知県,Kochi,26600,1420,9630,757
1988,高知県,Kochi,26400,1410,9460,745
1989,高知県,Kochi,26200,1400,9160,722
1990,高知県,Kochi,25900,1380,8910,700
1991,高知県,Kochi,25600,1370,8640,681
1992,高知県,Kochi,25300,1350,8400,661
1993,高知県,Kochi,24900,1330,8170,644
1994,高知県,Kochi,24600,1310,7840,617
1995,高知県,Kochi,24400,1300,7620,599
1996,高知県,Kochi,23500,1260,7260,570
1997,高知県,Kochi,22600,1190,6970,548
1998,高知県,Kochi,21800,1170,6810,535
1999,高知県,Kochi,21600,1150,6750,532
2000,高知県,Kochi,21400,1150,6690,526
2001,高知県,Kochi,21100,1130,6620,521
2002,高知県,Kochi,20800,1110,6570,517
2003,高知県,Kochi,20700,1110,6580,519
2004,高知県,Kochi,20700,1100,6560,516
2005,高知県,Kochi,20700,1100,6600,521
2006,高知県,Kochi,20600,1100,6690,528
2007,高知県,Kochi,20600,1100,6710,529
2008,高知県,Kochi,20500,1100,6650,524
2009,高知県,Kochi,20500,1090,6650,524
2010,高知県,Kochi,20400,1090,6650,524
2011,高知県,Kochi,20300,1090,6640,524
2012,高知県,Kochi,20300,1080,6640,523
2013,高知県,Kochi,20200,1070,6590,520
2014,高知県,Kochi,20200,1060,6540,483
2015,高知県,Kochi,20100,1060,6470,477
2016,高知県,Kochi,19900,1050,6360,471
2017,高知県,Kochi,19800,1040,6300,466
2018,高知県,Kochi,19600,1030,6280,465
2019,高知県,Kochi,19400,1020,6160,456
2020,高知県,Kochi,19100,1000,6040,447
2021,高知県,Kochi,18800,988,6000,444
2022,高知県,Kochi,18500,973,5970,442
1965,神奈川県,Kanagawa,15300,898,33800,889
1966,神奈川県,Kanagawa,14800,867,32800,862
1967,神奈川県,Kanagawa,13300,779,30200,794
1968,神奈川県,Kanagawa,12700,746,27600,726
1969,神奈川県,Kanagawa,11800,693,26000,684
1970,神奈川県,Kanagawa,10500,613,24000,631
1971,神奈川県,Kanagawa,9740,572,22200,583
1972,神奈川県,Kanagawa,9260,543,21000,553
1973,神奈川県,Kanagawa,8770,514,20200,532
1974,神奈川県,Kanagawa,8320,488,19700,517
1975,神奈川県,Kanagawa,7880,462,19200,505
1976,神奈川県,Kanagawa,7560,443,19700,519
1977,神奈川県,Kanagawa,7570,444,20300,522
1978,神奈川県,Kanagawa,7340,431,20900,529
1979,神奈川県,Kanagawa,7130,421,21200,515
1980,神奈川県,Kanagawa,6910,410,21100,513
1981,神奈川県,Kanagawa,6730,396,20900,508
1982,神奈川県,Kanagawa,6570,386,20900,508
1983,神奈川県,Kanagawa,6480,382,20900,508
1984,神奈川県,Kanagawa,6400,376,20900,505
1985,神奈川県,Kanagawa,6260,368,21100,510
1986,神奈川県,Kanagawa,6110,355,21100,513
1987,神奈川県,Kanagawa,5990,348,21100,514
1988,神奈川県,Kanagawa,5860,342,21000,507
1989,神奈川県,Kanagawa,5670,333,20800,506
1990,神奈川県,Kanagawa,5460,320,20700,499
1991,神奈川県,Kanagawa,5370,273,20300,489
1992,神奈川県,Kanagawa,5240,268,20000,483
1993,神奈川県,Kanagawa,5130,262,19700,478
1994,神奈川県,Kanagawa,5030,257,19100,467
1995,神奈川県,Kanagawa,4920,251,18400,451
1996,神奈川県,Kanagawa,4790,244,17900,443
1997,神奈川県,Kanagawa,4680,238,17400,432
1998,神奈川県,Kanagawa,4550,230,17000,425
1999,神奈川県,Kanagawa,4430,224,16800,420
2000,神奈川県,Kanagawa,4330,218,16700,420
2001,神奈川県,Kanagawa,4250,214,16600,417
2002,神奈川県,Kanagawa,4180,211,16600,416
2003,神奈川県,Kanagawa,4160,210,16500,413
2004,神奈川県,Kanagawa,4100,206,16500,412
2005,神奈川県,Kanagawa,4080,203,16400,410
2006,神奈川県,Kanagawa,4040,201,16400,410
2007,神奈川県,Kanagawa,3970,197,16300,405
2008,神奈川県,Kanagawa,3900,195,16200,395
2009,神奈川県,Kanagawa,3860,193,16100,393
2010,神奈川県,Kanagawa,3840,192,16000,390
2011,神奈川県,Kanagawa,3800,190,15900,388
2012,神奈川県,Kanagawa,3780,189,15800,385
2013,神奈川県,Kanagawa,3740,186,15700,382
2014,神奈川県,Kanagawa,3710,184,15500,377
2015,神奈川県,Kanagawa,3660,182,15400,375
2016,神奈川県,Kanagawa,3610,180,15300,373
2017,神奈川県,Kanagawa,3590,168,15100,371
2018,神奈川県,Kanagawa,3570,155,15000,368
2019,神奈川県,Kanagawa,3520,152,14700,362
2020,神奈川県,Kanagawa,3460,150,14500,355
2021,神奈川県,Kanagawa,3380,146,14300,351
2022,神奈川県,Kanagawa,3340,145,14200,348
1965,鹿児島県,Kagoshima,60800,5250,118800,6620
1966,鹿児島県,Kagoshima,60600,5230,118200,6540
1967,鹿児島県,Kagoshima,60100,5180,116300,6470
1968,鹿児島県,Kagoshima,59700,5150,113100,6330
1969,鹿児島県,Kagoshima,58900,5070,110700,6180
1970,鹿児島県,Kagoshima,59000,5090,107300,6010
1971,鹿児島県,Kagoshima,57400,4930,104000,5820
1972,鹿児島県,Kagoshima,55700,4810,101800,5670
1973,鹿児島県,Kagoshima,55500,4760,99300,5610
1974,鹿児島県,Kagoshima,52200,4480,96500,5430
1975,鹿児島県,Kagoshima,51400,4420,94200,5300
1976,鹿児島県,Kagoshima,49200,4250,93300,5220
1977,鹿児島県,Kagoshima,48500,4200,92200,5180
1978,鹿児島県,Kagoshima,48000,4160,91400,5130
1979,鹿児島県,Kagoshima,47400,4120,91400,5130
1980,鹿児島県,Kagoshima,46900,4080,91800,5110
1981,鹿児島県,Kagoshima,46500,4030,92100,5150
1982,鹿児島県,Kagoshima,46000,3990,92200,5150
1983,鹿児島県,Kagoshima,45600,3940,92200,5170
1984,鹿児島県,Kagoshima,45200,3910,91800,5140
1985,鹿児島県,Kagoshima,44700,3840,91600,5120
1986,鹿児島県,Kagoshima,44100,3790,91100,5060
1987,鹿児島県,Kagoshima,43700,3750,91000,5020
1988,鹿児島県,Kagoshima,43400,3730,91100,5020
1989,鹿児島県,Kagoshima,43200,3600,90900,5010
1990,鹿児島県,Kagoshima,42900,3510,90200,5000
1991,鹿児島県,Kagoshima,42700,3440,89400,5000
1992,鹿児島県,Kagoshima,42200,3370,88800,4980
1993,鹿児島県,Kagoshima,41800,3340,88000,4920
1994,鹿児島県,Kagoshima,41200,3220,87000,4840
1995,鹿児島県,Kagoshima,40600,3180,86500,4810
1996,鹿児島県,Kagoshima,40200,3150,85900,4770
1997,鹿児島県,Kagoshima,39900,3130,84900,4720
1998,鹿児島県,Kagoshima,39500,3090,84200,4680
1999,鹿児島県,Kagoshima,39200,3060,83600,4650
2000,鹿児島県,Kagoshima,38900,3040,83100,4620
2001,鹿児島県,Kagoshima,38600,3020,82600,4590
2002,鹿児島県,Kagoshima,38100,2980,82000,4550
2003,鹿児島県,Kagoshima,37800,2950,81300,4510
2004,鹿児島県,Kagoshima,37500,2930,81100,4500
2005,鹿児島県,Kagoshima,37300,2910,80800,4480
2006,鹿児島県,Kagoshima,37100,2900,80400,4460
2007,鹿児島県,Kagoshima,36900,2880,80000,4440
2008,鹿児島県,Kagoshima,36800,2880,79800,4420
2009,鹿児島県,Kagoshima,36600,2870,79400,4400
2010,鹿児島県,Kagoshima,36600,2860,79200,4390
2011,鹿児島県,Kagoshima,36500,2850,79000,4380
2012,鹿児島県,Kagoshima,36400,2850,78700,4360
2013,鹿児島県,Kagoshima,36300,2840,78500,4350
2014,鹿児島県,Kagoshima,36200,2780,78000,4460
2015,鹿児島県,Kagoshima,36000,2710,77500,4570
2016,鹿児島県,Kagoshima,35900,2700,77200,4540
2017,鹿児島県,Kagoshima,35400,2570,76300,4770
2018,鹿児島県,Kagoshima,34600,2460,75200,4840
2019,鹿児島県,Kagoshima,34300,2440,74400,4800
2020,鹿児島県,Kagoshima,33700,2400,73900,4770
2021,鹿児島県,Kagoshima,32900,2350,72900,4710
2022,鹿児島県,Kagoshima,32400,2320,72400,4680
1965,香川県,Kagawa,37100,3230,13500,1000
1966,香川県,Kagawa,36700,3200,13600,964
1967,香川県,Kagawa,36300,3160,13600,965
1968,香川県,Kagawa,36000,3140,13500,957
1969,香川県,Kagawa,35700,3110,13500,960
1970,香川県,Kagawa,35000,3050,13600,965
1971,香川県,Kagawa,34200,2980,13200,937
1972,香川県,Kagawa,33200,2880,13200,918
1973,香川県,Kagawa,32300,2800,13000,900
1974,香川県,Kagawa,31900,2770,12900,892
1975,香川県,Kagawa,31300,2720,12500,866
1976,香川県,Kagawa,30900,2680,11800,816
1977,香川県,Kagawa,30600,2660,11500,799
1978,香川県,Kagawa,30400,2650,11200,769
1979,香川県,Kagawa,30300,2630,11100,767
1980,香川県,Kagawa,30100,2610,11000,759
1981,香川県,Kagawa,29900,2590,11000,755
1982,香川県,Kagawa,29700,2570,11000,749
1983,香川県,Kagawa,29500,2550,10800,735
1984,香川県,Kagawa,29400,2550,10500,717
1985,香川県,Kagawa,29200,2530,10200,697
1986,香川県,Kagawa,29000,2510,10000,686
1987,香川県,Kagawa,28900,2500,9840,676
1988,香川県,Kagawa,28700,2490,9680,665
1989,香川県,Kagawa,28500,2480,8990,622
1990,香川県,Kagawa,28300,2460,8610,596
1991,香川県,Kagawa,28000,2430,8370,580
1992,香川県,Kagawa,27800,2410,8100,560
1993,香川県,Kagawa,27600,2390,7890,544
1994,香川県,Kagawa,27400,2380,7710,532
1995,香川県,Kagawa,27100,2360,7520,519
1996,香川県,Kagawa,26900,2340,7230,499
1997,香川県,Kagawa,26600,2320,6960,479
1998,香川県,Kagawa,26400,2290,6680,460
1999,香川県,Kagawa,26100,2270,6420,441
2000,香川県,Kagawa,26000,2260,6070,418
2001,香川県,Kagawa,25800,2250,5730,414
2002,香川県,Kagawa,25600,2230,5540,382
2003,香川県,Kagawa,25500,2220,5430,373
2004,香川県,Kagawa,25300,2200,5410,372
2005,香川県,Kagawa,24900,2170,5350,369
2006,香川県,Kagawa,25000,2160,5350,369
2007,香川県,Kagawa,24800,2140,5310,353
2008,香川県,Kagawa,24600,2120,5280,346
2009,香川県,Kagawa,24500,2100,5240,341
2010,香川県,Kagawa,24400,2080,5190,334
2011,香川県,Kagawa,24300,2070,5170,332
2012,香川県,Kagawa,24200,2050,5140,327
2013,香川県,Kagawa,24100,2040,5080,324
2014,香川県,Kagawa,23900,2000,5010,318
2015,香川県,Kagawa,23800,1970,4960,315
2016,香川県,Kagawa,23700,1890,4900,312
2017,香川県,Kagawa,23500,1820,4850,309
2018,香川県,Kagawa,23300,1760,4800,306
2019,香川県,Kagawa,23100,1740,4740,302
2020,香川県,Kagawa,23000,1730,4670,298
2021,香川県,Kagawa,22700,1720,4570,292
2022,香川県,Kagawa,22500,1690,4490,287
1965,岩手県,Iwate,84600,7560,77600,2930
1966,岩手県,Iwate,86400,7750,76300,2880
1967,岩手県,Iwate,91000,7440,70800,2670
1968,岩手県,Iwate,95200,7790,67100,2530
1969,岩手県,Iwate,98600,8070,61500,2320
1970,岩手県,Iwate,99500,7990,60600,2290
1971,岩手県,Iwate,99600,7950,61900,2340
1972,岩手県,Iwate,98600,7850,62600,2370
1973,岩手県,Iwate,98200,7610,62600,2370
1974,岩手県,Iwate,96200,7470,62200,2360
1975,岩手県,Iwate,96400,7470,62100,2360
1976,岩手県,Iwate,97000,7500,61000,2280
1977,岩手県,Iwate,97400,7550,61900,2190
1978,岩手県,Iwate,97300,7540,62900,2220
1979,岩手県,Iwate,97100,7520,64100,2250
1980,岩手県,Iwate,96800,7480,64700,2280
1981,岩手県,Iwate,96400,7450,65800,2310
1982,岩手県,Iwate,96200,7440,67300,2330
1983,岩手県,Iwate,96000,7420,68100,2400
1984,岩手県,Iwate,95800,7390,68500,2400
1985,岩手県,Iwate,95700,7380,68500,2400
1986,岩手県,Iwate,95600,7320,68700,2410
1987,岩手県,Iwate,95400,7270,69100,2420
1988,岩手県,Iwate,95200,7230,69200,2430
1989,岩手県,Iwate,94900,7210,69300,2430
1990,岩手県,Iwate,94600,7190,69200,2410
1991,岩手県,Iwate,94300,7170,68900,2410
1992,岩手県,Iwate,94100,7150,68500,2400
1993,岩手県,Iwate,93900,7100,68200,2370
1994,岩手県,Iwate,93600,7080,67900,2350
1995,岩手県,Iwate,93400,7050,66700,2310
1996,岩手県,Iwate,93100,7040,66000,2270
1997,岩手県,Iwate,92700,7000,65100,2230
1998,岩手県,Iwate,92300,6970,64100,2190
1999,岩手県,Iwate,92000,6940,63300,2160
2000,岩手県,Iwate,91600,6910,61700,2090
2001,岩手県,Iwate,91200,6890,60500,2040
2002,岩手県,Iwate,90700,6850,59700,2020
2003,岩手県,Iwate,90400,6820,58700,1980
2004,岩手県,Iwate,90100,6750,58200,1960
2005,岩手県,Iwate,90000,6700,57800,1950
2006,岩手県,Iwate,89800,6680,57300,1930
2007,岩手県,Iwate,89700,6540,57000,1910
2008,岩手県,Iwate,89600,6410,56700,1900
2009,岩手県,Iwate,89500,6400,56500,1890
2010,岩手県,Iwate,89400,6400,56200,1880
2011,岩手県,Iwate,88600,6340,55800,1870
2012,岩手県,Iwate,88700,6350,55700,1870
2013,岩手県,Iwate,88500,6330,55300,1850
2014,岩手県,Iwate,88400,6270,55000,1780
2015,岩手県,Iwate,88400,6260,54700,1770
2016,岩手県,Iwate,88300,6250,54500,1760
2017,岩手県,Iwate,88100,6240,54400,1760
2018,岩手県,Iwate,88000,6230,54200,1750
2019,岩手県,Iwate,87900,6220,53900,1730
2020,岩手県,Iwate,87800,6210,53800,1730
2021,岩手県,Iwate,87700,6210,53700,1720
2022,岩手県,Iwate,87400,6190,53400,1710
1965,石川県,Ishikawa,53500,2800,12200,100
1966,石川県,Ishikawa,53200,2790,12100,100
1967,石川県,Ishikawa,52900,2710,11200,94
1968,石川県,Ishikawa,52200,2670,10700,94
1969,石川県,Ishikawa,51800,2650,10200,83
1970,石川県,Ishikawa,51500,2630,10500,83
1971,石川県,Ishikawa,50700,2520,9910,80
1972,石川県,Ishikawa,49900,2440,9740,79
1973,石川県,Ishikawa,49100,2400,9490,77
1974,石川県,Ishikawa,47700,2340,9460,75
1975,石川県,Ishikawa,46700,2240,9460,73
1976,石川県,Ishikawa,45900,2140,9440,73
1977,石川県,Ishikawa,45400,2100,9450,69
1978,石川県,Ishikawa,44900,2010,9590,67
1979,石川県,Ishikawa,44400,1980,9750,64
1980,石川県,Ishikawa,44100,1900,9980,61
1981,石川県,Ishikawa,43800,1860,9980,61
1982,石川県,Ishikawa,43400,1850,10100,62
1983,石川県,Ishikawa,43100,1830,10000,61
1984,石川県,Ishikawa,42800,1810,9890,56
1985,石川県,Ishikawa,42500,1790,9750,54
1986,石川県,Ishikawa,42200,1780,9570,53
1987,石川県,Ishikawa,42000,1770,9480,52
1988,石川県,Ishikawa,41700,1750,9350,51
1989,石川県,Ishikawa,41400,1720,9160,50
1990,石川県,Ishikawa,41000,1710,8990,49
1991,石川県,Ishikawa,40600,1690,8750,49
1992,石川県,Ishikawa,40300,1680,8510,45
1993,石川県,Ishikawa,39900,1650,8260,44
1994,石川県,Ishikawa,39500,1620,8020,42
1995,石川県,Ishikawa,39100,1600,7810,42
1996,石川県,Ishikawa,38800,1580,7610,40
1997,石川県,Ishikawa,38500,1570,7500,40
1998,石川県,Ishikawa,38200,1550,7390,39
1999,石川県,Ishikawa,37900,1530,7240,39
2000,石川県,Ishikawa,37600,1530,7130,38
2001,石川県,Ishikawa,37400,1520,7040,38
2002,石川県,Ishikawa,37100,1510,6950,37
2003,石川県,Ishikawa,36800,1490,6910,37
2004,石川県,Ishikawa,36500,1480,6970,37
2005,石川県,Ishikawa,35900,1450,7110,37
2006,石川県,Ishikawa,35700,1440,7140,36
2007,石川県,Ishikawa,35400,1430,7120,36
2008,石川県,Ishikawa,35200,1420,7040,35
2009,石川県,Ishikawa,34900,1410,7020,35
2010,石川県,Ishikawa,34700,1400,7040,35
2011,石川県,Ishikawa,34600,1400,7010,35
2012,石川県,Ishikawa,34400,1390,6990,35
2013,石川県,Ishikawa,34300,1380,6980,35
2014,石川県,Ishikawa,34100,1310,7010,28
2015,石川県,Ishikawa,33900,1240,6980,23
2016,石川県,Ishikawa,33600,1170,6960,19
2017,石川県,Ishikawa,33400,1100,6940,18
2018,石川県,Ishikawa,33200,1100,6920,18
2019,石川県,Ishikawa,33000,1100,6890,18
2020,石川県,Ishikawa,32800,1090,6850,18
2021,石川県,Ishikawa,32600,1080,6810,18
2022,石川県,Ishikawa,32500,1060,6780,18
1965,茨城県,Ibaraki,104800,3800,125100,600
1966,茨城県,Ibaraki,105900,3830,124000,595
1967,茨城県,Ibaraki,110500,3980,117700,589
1968,茨城県,Ibaraki,112400,3900,114700,562
1969,茨城県,Ibaraki,114300,3980,112500,542
1970,茨城県,Ibaraki,114500,3960,110400,499
1971,茨城県,Ibaraki,114400,3960,108900,496
1972,茨城県,Ibaraki,113600,3920,107400,487
1973,茨城県,Ibaraki,113600,3920,105500,475
1974,茨城県,Ibaraki,113400,3920,103600,466
1975,茨城県,Ibaraki,113200,3920,101900,427
1976,茨城県,Ibaraki,113700,3930,100000,420
1977,茨城県,Ibaraki,116100,3980,95900,422
1978,茨城県,Ibaraki,115100,3960,94400,415
1979,茨城県,Ibaraki,113600,3910,93800,413
1980,茨城県,Ibaraki,112500,3860,94100,413
1981,茨城県,Ibaraki,111700,3730,93300,411
1982,茨城県,Ibaraki,111100,3710,92800,409
1983,茨城県,Ibaraki,110400,3690,92200,406
1984,茨城県,Ibaraki,109900,3680,91700,399
1985,茨城県,Ibaraki,109600,3630,91200,405
1986,茨城県,Ibaraki,109300,3610,90600,404
1987,茨城県,Ibaraki,108800,3600,90100,396
1988,茨城県,Ibaraki,108300,3590,89600,394
1989,茨城県,Ibaraki,107900,3570,88900,392
1990,茨城県,Ibaraki,107400,3560,87700,388
1991,茨城県,Ibaraki,106900,3540,86400,383
1992,茨城県,Ibaraki,106300,3510,84800,376
1993,茨城県,Ibaraki,105700,3480,83500,372
1994,茨城県,Ibaraki,105100,3460,82300,368
1995,茨城県,Ibaraki,104700,3440,81200,361
1996,茨城県,Ibaraki,104500,3280,80200,339
1997,茨城県,Ibaraki,104200,3160,79100,313
1998,茨城県,Ibaraki,103700,3060,78000,290
1999,茨城県,Ibaraki,103200,2970,77100,268
2000,茨城県,Ibaraki,102400,2870,76700,247
2001,茨城県,Ibaraki,101200,2760,76300,243
2002,茨城県,Ibaraki,100300,2680,75900,240
2003,茨城県,Ibaraki,99500,2600,75900,238
2004,茨城県,Ibaraki,98900,2530,75800,238
2005,茨城県,Ibaraki,98700,2470,75800,237
2006,茨城県,Ibaraki,98500,2390,75700,237
2007,茨城県,Ibaraki,98300,2360,75700,236
2008,茨城県,Ibaraki,98200,2330,75500,236
2009,茨城県,Ibaraki,98100,2330,75100,235
2010,茨城県,Ibaraki,98000,2280,74700,234
2011,茨城県,Ibaraki,97400,2260,74200,229
2012,茨城県,Ibaraki,97500,2260,73800,227
2013,茨城県,Ibaraki,97300,2250,73300,224
2014,茨城県,Ibaraki,97100,2230,72700,234
2015,茨城県,Ibaraki,96800,2210,71700,241
2016,茨城県,Ibaraki,95900,2170,70900,248
2017,茨城県,Ibaraki,95200,2140,69800,253
2018,茨城県,Ibaraki,94700,2120,68900,256
2019,茨城県,Ibaraki,94300,2110,68000,253
2020,茨城県,Ibaraki,94000,2100,67300,251
2021,茨城県,Ibaraki,93200,2090,66700,249
2022,茨城県,Ibaraki,92700,2070,65700,241
1965,兵庫県,Hyogo,98000,9640,15000,1330
1966,兵庫県,Hyogo,97100,9570,14900,1320
1967,兵庫県,Hyogo,96300,9500,14000,1120
1968,兵庫県,Hyogo,94900,9340,13100,1050
1969,兵庫県,Hyogo,93000,9170,12400,997
1970,兵庫県,Hyogo,91200,9040,12100,970
1971,兵庫県,Hyogo,88000,8750,11800,927
1972,兵庫県,Hyogo,86600,8640,11600,916
1973,兵庫県,Hyogo,85300,8540,11300,908
1974,兵庫県,Hyogo,84200,8470,10900,885
1975,兵庫県,Hyogo,82500,8330,10600,869
1976,兵庫県,Hyogo,81900,8270,10300,842
1977,兵庫県,Hyogo,81100,8230,9950,814
1978,兵庫県,Hyogo,80200,8040,9690,765
1979,兵庫県,Hyogo,79600,7960,9700,774
1980,兵庫県,Hyogo,78900,7780,9630,763
1981,兵庫県,Hyogo,78200,7770,9490,758
1982,兵庫県,Hyogo,77600,7720,9340,740
1983,兵庫県,Hyogo,76900,7640,9210,723
1984,兵庫県,Hyogo,76500,7540,9060,713
1985,兵庫県,Hyogo,76000,7470,8950,707
1986,兵庫県,Hyogo,75700,7430,8890,700
1987,兵庫県,Hyogo,75200,7390,8760,689
1988,兵庫県,Hyogo,74700,7330,8610,680
1989,兵庫県,Hyogo,74100,7280,8380,663
1990,兵庫県,Hyogo,73400,7200,8280,657
1991,兵庫県,Hyogo,72700,7130,8180,649
1992,兵庫県,Hyogo,72100,7060,7990,637
1993,兵庫県,Hyogo,71400,6990,7880,631
1994,兵庫県,Hyogo,70800,6930,7670,611
1995,兵庫県,Hyogo,70200,6870,7490,583
1996,兵庫県,Hyogo,69500,6790,7300,559
1997,兵庫県,Hyogo,68800,6720,7120,540
1998,兵庫県,Hyogo,68200,6600,6940,530
1999,兵庫県,Hyogo,67700,6500,6820,521
2000,兵庫県,Hyogo,67300,6400,6690,509
2001,兵庫県,Hyogo,66800,6350,6550,502
2002,兵庫県,Hyogo,66400,6320,6400,487
2003,兵庫県,Hyogo,66000,6270,6260,476
2004,兵庫県,Hyogo,65600,6230,6200,472
2005,兵庫県,Hyogo,64500,6080,6200,468
2006,兵庫県,Hyogo,64700,6140,6130,463
2007,兵庫県,Hyogo,64600,6140,6080,459
2008,兵庫県,Hyogo,64400,6120,6070,457
2009,兵庫県,Hyogo,64200,6100,6040,456
2010,兵庫県,Hyogo,63900,6070,6030,455
2011,兵庫県,Hyogo,63700,6060,6030,456
2012,兵庫県,Hyogo,63500,6040,6020,453
2013,兵庫県,Hyogo,63300,6020,6090,458
2014,兵庫県,Hyogo,63000,5880,6070,451
2015,兵庫県,Hyogo,62600,5840,6040,448
2016,兵庫県,Hyogo,62400,5820,6030,448
2017,兵庫県,Hyogo,62000,5790,5960,443
2018,兵庫県,Hyogo,61700,5760,5890,437
2019,兵庫県,Hyogo,61400,5740,5820,433
2020,兵庫県,Hyogo,61200,5720,5710,426
2021,兵庫県,Hyogo,61000,5700,5690,425
